CaseID,ActivityID,CompleteTimestamp,PreActivityID
2,1,2012-04-03 16:55:38,0
3,1,2010-10-29 18:14:06,0
4,1,2010-12-15 23:31:53,0
5,1,2012-04-03 21:08:32,0
6,1,2011-10-25 23:13:58,0
8,1,2012-07-05 16:30:32,0
9,1,2010-05-07 21:02:34,3
10,1,2010-02-10 17:50:20,0
11,1,2011-12-22 00:24:41,0
14,1,2011-07-05 21:47:08,0
16,1,2012-02-22 23:16:52,0
17,1,2011-10-14 15:10:47,0
19,1,2010-07-07 15:54:04,0
21,1,2011-01-15 00:15:21,0
22,1,2012-07-23 15:49:04,0
24,1,2010-04-27 17:49:56,0
25,1,2010-12-30 18:27:17,0
26,1,2011-03-31 15:28:47,0
27,1,2011-11-24 23:02:16,0
29,1,2012-07-30 18:07:32,0
30,1,2011-01-21 18:47:20,0
32,1,2011-04-27 15:38:44,0
35,1,2012-01-18 17:15:30,0
36,1,2011-06-29 18:06:48,0
37,1,2011-02-10 20:13:07,0
38,1,2012-03-20 16:57:45,0
40,1,2012-08-09 20:13:03,0
41,1,2010-12-14 19:44:26,0
42,1,2011-06-16 20:23:39,0
43,1,2012-04-10 16:56:32,0
44,1,2010-11-30 01:09:19,0
45,1,2012-01-20 23:08:14,0
47,1,2011-05-25 17:48:18,0
48,1,2010-12-02 23:07:33,3
49,1,2011-11-25 23:33:54,0
50,1,2012-01-16 19:53:01,0
51,1,2012-06-13 21:55:36,0
52,1,2012-07-26 23:18:26,0
53,1,2010-10-14 21:53:13,0
55,1,2011-10-26 23:51:42,0
56,1,2012-01-30 20:32:58,0
57,1,2010-10-29 17:39:23,0
59,1,2012-03-28 20:28:37,0
60,1,2011-04-06 23:35:49,0
61,1,2011-09-16 15:04:39,0
62,1,2012-05-28 23:16:47,0
64,1,2011-04-14 23:54:28,0
64,1,2011-04-14 23:54:46,1
66,1,2012-06-26 16:46:53,0
67,1,2010-12-31 00:03:15,0
68,1,2012-04-11 22:09:22,0
70,1,2011-06-07 15:34:53,0
71,1,2011-11-02 17:20:14,0
72,1,2011-01-25 22:15:31,0
73,1,2012-07-31 19:01:15,0
75,1,2010-03-12 00:15:54,0
75,1,2010-04-23 15:44:51,1
76,1,2012-01-11 00:01:36,0
78,1,2011-11-08 18:18:10,0
80,1,2012-08-02 17:22:58,0
81,1,2010-02-09 17:31:47,0
84,1,2010-12-10 18:15:54,0
85,1,2011-02-25 02:01:50,0
86,1,2012-06-13 00:12:48,0
87,1,2011-11-14 23:35:55,0
88,1,2010-09-24 15:57:49,0
88,1,2010-09-24 21:43:51,1
90,1,2010-03-16 16:59:03,0
91,1,2011-05-24 20:51:35,0
92,1,2010-03-09 19:09:33,0
93,1,2012-07-25 15:02:54,0
94,1,2012-02-08 17:33:56,0
95,1,2011-09-26 18:27:14,0
96,1,2012-02-28 01:31:32,0
98,1,2012-07-05 20:16:51,0
99,1,2011-05-11 18:16:32,0
101,1,2010-06-18 22:18:15,3
102,1,2012-01-30 18:09:29,0
103,1,2010-06-07 15:30:54,0
103,1,2010-06-07 15:49:10,1
104,1,2011-01-27 17:34:59,0
108,1,2011-01-12 20:28:16,0
109,1,2010-09-24 23:35:31,0
110,1,2010-12-16 18:33:24,0
111,1,2010-06-29 22:00:48,0
112,1,2011-10-06 15:50:55,0
113,1,2010-05-24 18:23:15,3
116,1,2011-04-08 21:02:03,0
117,1,2012-07-19 18:59:25,0
118,1,2011-03-07 20:02:24,0
119,1,2011-12-05 23:22:17,0
120,1,2012-04-24 22:07:03,0
121,1,2011-02-09 22:28:58,0
122,1,2011-02-15 00:23:08,0
123,1,2011-05-06 15:33:07,0
124,1,2012-06-07 23:31:32,0
125,1,2010-08-19 17:48:49,0
126,1,2012-07-25 23:34:31,0
126,1,2012-08-27 21:28:50,1
127,1,2010-03-12 18:28:49,0
128,1,2011-11-28 17:10:27,0
130,1,2010-04-08 17:01:05,3
132,1,2012-06-21 20:50:46,0
133,1,2011-01-26 20:24:58,0
133,1,2011-01-26 20:59:56,1
134,1,2011-04-19 22:42:45,0
135,1,2011-02-08 20:57:41,0
136,1,2012-06-06 22:48:56,0
137,1,2011-08-05 21:00:13,0
138,1,2012-03-02 18:13:46,0
139,1,2010-04-19 15:44:31,0
141,1,2011-01-12 19:39:32,0
142,1,2012-03-07 20:00:05,0
146,1,2010-10-05 22:55:27,0
148,1,2012-01-09 20:19:35,0
149,1,2011-02-09 23:35:27,0
150,1,2011-05-18 16:39:49,3
151,1,2010-02-10 19:25:33,0
152,1,2012-05-18 20:08:58,0
153,1,2012-07-02 15:35:06,0
155,1,2010-12-15 01:19:51,0
157,1,2011-05-24 15:13:23,0
158,1,2010-09-20 23:57:01,0
159,1,2011-09-21 15:12:16,0
160,1,2011-02-25 19:55:02,0
161,1,2010-08-10 15:16:09,0
