CaseID,ActivityID,CompleteTimestamp,PreActivityID
2,8,2012-04-03 16:55:53,1
3,8,2010-11-04 01:16:11,1
4,8,2010-12-16 17:01:07,1
5,8,2012-04-03 21:45:33,1
5,8,2012-04-03 22:15:02,6
6,8,2011-10-25 23:58:55,1
8,8,2012-07-05 17:25:45,1
9,8,2010-05-24 18:26:28,1
10,8,2010-03-19 17:47:06,1
11,8,2011-12-22 00:25:34,1
14,8,2011-07-05 21:47:22,1
16,8,2012-02-23 01:14:07,1
16,8,2012-02-23 01:23:57,8
17,8,2011-11-03 01:17:52,1
19,8,2010-07-09 18:10:52,1
21,8,2011-01-27 17:06:37,1
22,8,2012-07-23 15:49:14,1
24,8,2010-06-08 19:06:56,1
25,8,2010-12-30 22:14:04,1
26,8,2011-03-31 15:31:59,1
26,8,2011-03-31 19:00:28,9
27,8,2011-11-24 23:02:35,1
29,8,2012-07-30 18:07:40,1
30,8,2011-02-07 18:19:45,1
32,8,2011-04-27 20:46:13,1
36,8,2011-06-30 20:58:23,1
37,8,2011-02-10 20:13:33,1
37,8,2011-03-02 22:24:07,6
37,8,2011-03-04 18:37:50,9
38,8,2012-03-20 16:58:15,1
40,8,2012-08-09 20:13:29,1
41,8,2010-12-14 19:44:57,1
42,8,2011-06-16 20:51:05,1
43,8,2012-04-10 17:27:27,1
44,8,2010-11-30 01:19:59,1
45,8,2012-01-25 20:46:19,1
47,8,2011-05-25 17:48:43,1
48,8,2010-12-02 23:07:41,1
49,8,2011-11-25 23:47:48,1
50,8,2012-01-16 19:59:51,1
51,8,2012-06-14 15:07:06,1
52,8,2012-07-26 23:18:35,1
53,8,2010-10-15 21:02:36,1
53,8,2010-10-29 21:42:01,9
55,8,2011-11-01 00:19:03,1
57,8,2010-11-02 23:56:13,1
59,8,2012-03-28 20:28:47,1
60,8,2011-04-06 23:36:04,1
60,8,2011-04-13 16:49:14,9
61,8,2011-09-16 15:18:12,1
64,8,2011-04-27 18:30:04,9
64,8,2011-05-06 17:42:13,9
66,8,2012-06-26 16:47:39,1
67,8,2011-01-11 17:40:08,1
68,8,2012-04-11 22:09:45,1
70,8,2011-06-07 15:35:14,1
71,8,2011-11-02 17:20:41,1
72,8,2011-01-25 22:15:58,1
75,8,2010-04-23 15:44:59,1
78,8,2011-11-08 18:22:35,1
80,8,2012-08-03 20:12:15,1
81,8,2010-02-09 17:35:12,1
81,8,2010-02-19 17:31:40,9
84,8,2010-12-10 18:16:17,1
85,8,2011-02-25 02:03:45,1
86,8,2012-06-15 15:27:33,1
87,8,2011-11-18 01:58:30,1
87,8,2011-11-28 22:50:35,6
88,8,2010-10-04 18:48:54,9
90,8,2010-03-17 18:02:03,1
91,8,2011-05-24 20:52:07,1
92,8,2010-03-09 19:09:44,1
93,8,2012-07-30 17:39:04,1
94,8,2012-02-08 17:34:08,1
95,8,2011-09-29 21:54:32,1
96,8,2012-02-28 17:52:59,1
98,8,2012-07-05 20:20:39,1
99,8,2011-05-11 18:17:55,1
101,8,2010-06-29 15:35:47,1
102,8,2012-01-30 18:09:57,1
103,8,2010-06-07 23:16:44,1
103,8,2010-06-09 15:18:05,9
104,8,2011-01-27 18:32:40,1
108,8,2011-01-24 18:21:26,1
109,8,2010-09-27 17:11:48,1
109,8,2010-11-08 18:33:36,9
110,8,2010-12-16 18:40:25,1
111,8,2010-06-29 23:16:26,1
111,8,2010-06-30 22:19:00,6
111,8,2010-07-02 22:07:18,9
112,8,2011-10-07 22:03:47,1
113,8,2010-05-25 21:48:24,1
116,8,2011-04-08 21:02:38,1
117,8,2012-07-20 16:49:34,1
118,8,2011-03-07 20:02:41,1
119,8,2011-12-05 23:58:56,1
120,8,2012-05-08 18:53:06,1
121,8,2011-02-09 23:21:02,1
122,8,2011-02-15 20:17:46,1
123,8,2011-05-06 15:33:39,1
123,8,2011-05-12 21:45:43,9
124,8,2012-06-08 14:47:21,1
125,8,2010-08-19 17:49:49,1
125,8,2010-09-13 16:15:21,9
127,8,2010-03-12 18:29:00,1
130,8,2010-04-08 17:01:11,1
132,8,2012-06-21 21:30:02,1
133,8,2011-01-26 21:00:03,1
134,8,2011-04-19 22:45:25,1
135,8,2011-02-08 20:58:01,1
135,8,2011-02-14 21:01:11,9
135,8,2011-03-03 18:46:37,6
136,8,2012-06-07 20:19:44,1
137,8,2011-08-11 18:30:47,1
138,8,2012-03-02 18:13:56,1
139,8,2010-04-19 17:15:20,1
141,8,2011-01-12 19:39:56,1
141,8,2011-01-12 20:07:51,9
141,8,2011-01-26 18:25:14,9
142,8,2012-03-08 22:53:36,1
146,8,2010-10-05 23:09:10,1
148,8,2012-01-10 01:14:26,1
149,8,2011-02-10 00:16:21,1
150,8,2011-05-18 16:41:36,1
150,8,2011-05-26 15:55:33,9
151,8,2010-02-10 19:33:38,1
152,8,2012-05-24 18:00:37,1
153,8,2012-07-02 19:00:33,1
155,8,2010-12-17 19:45:21,1
155,8,2011-01-18 20:15:13,9
157,8,2011-05-31 23:42:09,1
158,8,2010-09-21 15:45:37,1
159,8,2011-09-21 15:46:44,1
160,8,2011-02-25 22:26:45,1
161,8,2010-08-12 18:33:35,1
163,8,2010-10-27 19:46:30,1
164,8,2010-09-28 20:46:50,1
166,8,2010-02-24 01:56:28,1
167,8,2011-11-25 19:12:19,1
168,8,2012-01-09 20:20:28,1
170,8,2012-05-03 15:51:09,1
170,8,2012-05-17 15:46:38,9
171,8,2011-08-30 18:06:35,1
172,8,2010-09-21 22:03:12,1
173,8,2010-11-16 21:58:01,1
174,8,2011-11-04 00:48:18,1
175,8,2010-10-05 15:59:41,1
176,8,2012-07-17 18:44:48,1
177,8,2012-01-18 17:21:52,1
178,8,2012-02-22 23:49:52,1
179,8,2012-04-12 17:29:39,1
180,8,2011-10-06 22:07:44,1
182,8,2010-05-24 18:55:17,1
183,8,2010-05-24 15:15:57,1
185,8,2010-11-03 23:06:18,1
185,8,2010-11-18 18:52:12,9
186,8,2012-07-13 21:25:40,1
187,8,2010-10-27 21:27:14,1
188,8,2012-01-09 22:59:09,1
189,8,2010-02-03 23:27:07,1
190,8,2011-02-22 01:44:27,1
194,8,2012-02-10 19:28:30,1
195,8,2010-09-23 17:25:07,1
195,8,2010-09-29 15:06:22,9
195,8,2010-09-29 20:29:35,9
196,8,2011-11-17 22:31:33,1
197,8,2012-06-04 15:56:22,1
198,8,2011-04-28 21:46:46,1
199,8,2011-12-14 00:45:50,0
200,8,2012-04-13 23:07:02,1
201,8,2011-08-22 17:14:28,1
